runId,mode,seed,inflowRate,intelligenceCost,sensingNoise,maxAgents,lookDist,burnIn,measureTicks,maxTicks,tailTicks,survivedTicks,event,max_agentCount,sigmaProxyCumEnd,sigmaProxyDiffCumEnd,sigmaProxyActCumEnd,outflowPhysCum,outflowNumCum,outflowActCum,actHeatMaintCum,actHeatInfoCum,actHeatDivCum,totalUptakeCum,infoCostCum,maintenanceCostCum,divisionCostCum,efficiencyEnd,birthsCum,deathsCum,netCum,meanAbsEnergyResidual,measuredTicks,mean_agentCount_window,mean_sigmaProxyTotal_window,mean_uptake_window,mean_infoCost_window,mean_maintenance_window,mean_divisionCost_window,mean_efficiency_window,mean_births_window,mean_deaths_window,mean_net_window,tailTicksUsed,mean_uptake_tail,mean_infoCost_tail,mean_maintenance_tail,mean_divisionCost_tail,mean_efficiency_tail,mean_births_tail,mean_deaths_tail,mean_net_tail
11,random,1005,0.006,0.200000,0,1000,3,100,300,3000,30,1508,1,10,300.553265,0.033265,300.520000,0.000000,0.000000,300.520000,300.520000,0.000000,0.000000,0.396778,0.000000,300.520000,0.000000,0.001320,0.000000,10.000000,-10.000000,0.000081660157,300,10.000000,0.200014,0.000169,0.000000,0.200000,0.000000,0.000846,0.000000,0.000000,0.000000,30,0.000228,0.000000,0.157333,0.000000,0.001847,0.000000,0.333333,-0.333333
12,informed,1005,0.006,0.200000,0,1000,3,100,300,3000,30,1280,1,10,300.811026,0.001293,300.809732,0.000000,0.000000,300.809732,250.600000,50.209732,0.000000,0.751938,50.209732,250.600000,0.000000,0.002500,0.000000,10.000000,-10.000000,0.000045116356,300,10.000000,0.240125,0.000690,0.040122,0.200000,0.000000,0.002873,0.000000,0.000000,0.000000,30,0.000595,0.004004,0.020000,0.000000,0.024775,0.000000,0.033333,-0.033333
13,random,1006,0.006,0.200000,0,1000,3,100,300,3000,30,1513,1,10,300.617005,0.037005,300.580000,0.000000,0.000000,300.580000,300.580000,0.000000,0.000000,0.451643,0.000000,300.580000,0.000000,0.001503,0.000000,10.000000,-10.000000,0.000084783176,300,10.000000,0.200019,0.000010,0.000000,0.200000,0.000000,0.000052,0.000000,0.000000,0.000000,30,0.000374,0.000000,0.126000,0.000000,0.007133,0.000000,0.333333,-0.333333
14,informed,1006,0.006,0.200000,0,1000,3,100,300,3000,30,1249,1,10,300.238220,0.029343,300.208878,0.000000,0.000000,300.208878,249.560000,50.648878,0.000000,0.093763,50.648878,249.560000,0.000000,0.000312,0.000000,10.000000,-10.000000,0.000092094653,300,10.000000,0.240164,0.000005,0.040145,0.200000,0.000000,0.000020,0.000000,0.000000,0.000000,30,0.000188,0.038118,0.185333,0.000000,0.000802,0.000000,0.333333,-0.333333
15,random,1007,0.006,0.200000,0,1000,3,100,300,3000,30,1505,1,10,300.337260,0.037260,300.300000,0.000000,0.000000,300.300000,300.300000,0.000000,0.000000,0.166225,0.000000,300.300000,0.000000,0.000554,0.000000,10.000000,-10.000000,0.000088831205,300,10.000000,0.200019,0.000006,0.000000,0.200000,0.000000,0.000031,0.000000,0.000000,0.000000,30,0.000187,0.000000,0.170000,0.000000,0.001313,0.000000,0.333333,-0.333333
16,informed,1007,0.006,0.200000,0,1000,3,100,300,3000,30,1249,1,10,300.175610,0.029108,300.146502,0.000000,0.000000,300.146502,249.600000,50.546502,0.000000,0.052868,50.546502,249.600000,0.000000,0.000176,0.000000,10.000000,-10.000000,0.000074911243,300,10.000000,0.240095,0.000002,0.040076,0.200000,0.000000,0.000006,0.000000,0.000000,0.000000,30,0.000111,0.038379,0.186667,0.000000,0.000470,0.000000,0.333333,-0.333333
17,random,1008,0.006,0.200000,0,1000,3,100,300,3000,30,1521,1,10,300.838111,0.018111,300.820000,0.000000,0.000000,300.820000,300.820000,0.000000,0.000000,0.685853,0.000000,300.820000,0.000000,0.002280,0.000000,10.000000,-10.000000,0.000088140104,300,10.000000,0.200011,0.000538,0.000000,0.200000,0.000000,0.002688,0.000000,0.000000,0.000000,30,0.000152,0.000000,0.080667,0.000000,0.002974,0.000000,0.333333,-0.333333
18,informed,1008,0.006,0.200000,0,1000,3,100,300,3000,30,1255,1,10,300.646320,0.029030,300.617290,0.000000,0.000000,300.617290,250.060000,50.557290,0.000000,0.469604,50.557290,250.060000,0.000000,0.001562,0.000000,10.000000,-10.000000,0.000117587176,300,10.000000,0.240285,0.000237,0.040266,0.200000,0.000000,0.000986,0.000000,0.000000,0.000000,30,0.000544,0.032922,0.162000,0.000000,0.003720,0.000000,0.333333,-0.333333
19,random,1009,0.006,0.200000,0,1000,3,100,300,3000,30,1512,1,10,300.635890,0.035890,300.600000,0.000000,0.000000,300.600000,300.600000,0.000000,0.000000,0.474448,0.000000,300.600000,0.000000,0.001578,0.000000,10.000000,-10.000000,0.000082985186,300,10.000000,0.200019,0.000158,0.000000,0.200000,0.000000,0.000792,0.000000,0.000000,0.000000,30,0.000188,0.000000,0.133333,0.000000,0.003215,0.000000,0.333333,-0.333333
20,informed,1009,0.006,0.200000,0,1000,3,100,300,3000,30,1249,1,10,300.518019,0.030312,300.487708,0.000000,0.000000,300.487708,249.680000,50.807708,0.000000,0.379205,50.807708,249.680000,0.000000,0.001262,0.000000,10.000000,-10.000000,0.000086804708,300,10.000000,0.240329,0.000102,0.040310,0.200000,0.000000,0.000425,0.000000,0.000000,0.000000,30,0.000474,0.038638,0.189333,0.000000,0.001999,0.000000,0.333333,-0.333333
21,random,1010,0.006,0.200000,0,1000,3,100,300,3000,30,1505,1,10,300.437167,0.037167,300.400000,0.000000,0.000000,300.400000,300.400000,0.000000,0.000000,0.244499,0.000000,300.400000,0.000000,0.000814,0.000000,10.000000,-10.000000,0.000103257114,300,10.000000,0.200019,0.000072,0.000000,0.200000,0.000000,0.000361,0.000000,0.000000,0.000000,30,0.000562,0.000000,0.173333,0.000000,0.003604,0.000000,0.333333,-0.333333
22,informed,1010,0.006,0.200000,0,1000,3,100,300,3000,30,1255,1,10,300.544709,0.027234,300.517475,0.000000,0.000000,300.517475,249.860000,50.657475,0.000000,0.432145,50.657475,249.860000,0.000000,0.001438,0.000000,10.000000,-10.000000,0.000067940711,300,10.000000,0.240270,0.000244,0.040251,0.200000,0.000000,0.001014,0.000000,0.000000,0.000000,30,0.000426,0.031689,0.155333,0.000000,0.003897,0.000000,0.333333,-0.333333
23,random,1011,0.006,0.200000,0,1000,3,100,300,3000,30,1501,1,10,300.316886,0.036886,300.280000,0.000000,0.000000,300.280000,300.280000,0.000000,0.000000,0.165214,0.000000,300.280000,0.000000,0.000550,0.000000,10.000000,-10.000000,0.000076424975,300,10.000000,0.200019,0.000019,0.000000,0.200000,0.000000,0.000097,0.000000,0.000000,0.000000,30,0.000243,0.000000,0.196000,0.000000,0.001233,0.000000,0.333333,-0.333333
24,informed,1011,0.006,0.200000,0,1000,3,100,300,3000,30,1250,1,10,300.461149,0.029557,300.431593,0.000000,0.000000,300.431593,249.680000,50.751593,0.000000,0.312034,50.751593,249.680000,0.000000,0.001039,0.000000,10.000000,-10.000000,0.000095573308,300,10.000000,0.240234,0.000113,0.040215,0.200000,0.000000,0.000470,0.000000,0.000000,0.000000,30,0.000493,0.037350,0.182667,0.000000,0.002584,0.000000,0.333333,-0.333333
25,random,1012,0.006,0.200000,0,1000,3,100,300,3000,30,1509,1,10,300.635011,0.035011,300.600000,0.000000,0.000000,300.600000,300.600000,0.000000,0.000000,0.471845,0.000000,300.600000,0.000000,0.001570,0.000000,10.000000,-10.000000,0.000084873541,300,10.000000,0.200019,0.000152,0.000000,0.200000,0.000000,0.000758,0.000000,0.000000,0.000000,30,0.000207,0.000000,0.153333,0.000000,0.001715,0.000000,0.333333,-0.333333
26,informed,1012,0.006,0.200000,0,1000,3,100,300,3000,30,1249,1,10,300.605814,0.028871,300.576943,0.000000,0.000000,300.576943,249.060000,51.516943,0.000000,0.445915,51.516943,249.060000,0.000000,0.001484,0.000000,10.000000,-10.000000,0.000104824578,300,10.000000,0.241560,0.000101,0.041541,0.200000,0.000000,0.000419,0.000000,0.000000,0.000000,30,0.000386,0.034636,0.168667,0.000000,0.001705,0.000000,0.333333,-0.333333
27,random,1013,0.006,0.200000,0,1000,3,100,300,3000,30,1508,1,10,300.674209,0.034209,300.640000,0.000000,0.000000,300.640000,300.640000,0.000000,0.000000,0.492254,0.000000,300.640000,0.000000,0.001637,0.000000,10.000000,-10.000000,0.000097912387,300,10.000000,0.200019,0.000220,0.000000,0.200000,0.000000,0.001099,0.000000,0.000000,0.000000,30,0.000272,0.000000,0.161333,0.000000,0.002115,0.000000,0.333333,-0.333333
28,informed,1013,0.006,0.200000,0,1000,3,100,300,3000,30,1249,1,10,300.460130,0.029578,300.430552,0.000000,0.000000,300.430552,249.360000,51.070552,0.000000,0.341831,51.070552,249.360000,0.000000,0.001138,0.000000,10.000000,-10.000000,0.000070979443,300,10.000000,0.240467,0.000070,0.040448,0.200000,0.000000,0.000291,0.000000,0.000000,0.000000,30,0.000443,0.036935,0.178667,0.000000,0.002112,0.000000,0.333333,-0.333333
29,random,1014,0.006,0.200000,0,1000,3,100,300,3000,30,1515,1,10,300.555783,0.035783,300.520000,0.000000,0.000000,300.520000,300.520000,0.000000,0.000000,0.368323,0.000000,300.520000,0.000000,0.001226,0.000000,10.000000,-10.000000,0.000100053523,300,10.000000,0.200019,0.000094,0.000000,0.200000,0.000000,0.000469,0.000000,0.000000,0.000000,30,0.000080,0.000000,0.110667,0.000000,0.001708,0.000000,0.333333,-0.333333
30,informed,1014,0.006,0.200000,0,1000,3,100,300,3000,30,1268,1,10,300.766957,0.014557,300.752400,0.000000,0.000000,300.752400,250.220000,50.532400,0.000000,0.664356,50.532400,250.220000,0.000000,0.002209,0.000000,10.000000,-10.000000,0.000069382043,300,10.000000,0.240386,0.000278,0.040367,0.200000,0.000000,0.001155,0.000000,0.000000,0.000000,30,0.000617,0.016198,0.080667,0.000000,0.017009,0.000000,0.333333,-0.333333
31,random,1015,0.006,0.200000,0,1000,3,100,300,3000,30,1507,1,10,300.377383,0.037383,300.340000,0.000000,0.000000,300.340000,300.340000,0.000000,0.000000,0.199208,0.000000,300.340000,0.000000,0.000663,0.000000,10.000000,-10.000000,0.000093366245,300,10.000000,0.200019,0.000016,0.000000,0.200000,0.000000,0.000078,0.000000,0.000000,0.000000,30,0.000107,0.000000,0.158000,0.000000,0.001218,0.000000,0.333333,-0.333333
32,informed,1015,0.006,0.200000,0,1000,3,100,300,3000,30,1249,1,10,300.301494,0.029734,300.271760,0.000000,0.000000,300.271760,249.200000,51.071760,0.000000,0.158210,51.071760,249.200000,0.000000,0.000527,0.000000,10.000000,-10.000000,0.000090843317,300,10.000000,0.240251,0.000009,0.040232,0.200000,0.000000,0.000037,0.000000,0.000000,0.000000,30,0.000218,0.035969,0.173333,0.000000,0.000960,0.000000,0.333333,-0.333333
33,random,1016,0.006,0.200000,0,1000,3,100,300,3000,30,1506,1,10,300.357286,0.037286,300.320000,0.000000,0.000000,300.320000,300.320000,0.000000,0.000000,0.184311,0.000000,300.320000,0.000000,0.000614,0.000000,10.000000,-10.000000,0.000090041927,300,10.000000,0.200019,0.000011,0.000000,0.200000,0.000000,0.000056,0.000000,0.000000,0.000000,30,0.001159,0.000000,0.164000,0.000000,0.032495,0.000000,0.333333,-0.333333
34,informed,1016,0.006,0.200000,0,1000,3,100,300,3000,30,1249,1,10,300.448655,0.029090,300.419564,0.000000,0.000000,300.419564,249.480000,50.939564,0.000000,0.349169,50.939564,249.480000,0.000000,0.001162,0.000000,10.000000,-10.000000,0.000056318639,300,10.000000,0.240464,0.000088,0.040445,0.200000,0.000000,0.000364,0.000000,0.000000,0.000000,30,0.000659,0.037537,0.182667,0.000000,0.002827,0.000000,0.333333,-0.333333
35,random,1017,0.006,0.200000,0,1000,3,100,300,3000,30,1509,1,10,300.456333,0.036333,300.420000,0.000000,0.000000,300.420000,300.420000,0.000000,0.000000,0.281843,0.000000,300.420000,0.000000,0.000938,0.000000,10.000000,-10.000000,0.000091497447,300,10.000000,0.200019,0.000024,0.000000,0.200000,0.000000,0.000120,0.000000,0.000000,0.000000,30,0.000161,0.000000,0.147333,0.000000,0.002011,0.000000,0.333333,-0.333333
36,informed,1017,0.006,0.200000,0,1000,3,100,300,3000,30,1250,1,10,300.516001,0.028256,300.487745,0.000000,0.000000,300.487745,249.800000,50.687745,0.000000,0.358278,50.687745,249.800000,0.000000,0.001192,0.000000,10.000000,-10.000000,0.000103493016,300,10.000000,0.240496,0.000079,0.040477,0.200000,0.000000,0.000328,0.000000,0.000000,0.000000,30,0.000394,0.037985,0.186667,0.000000,0.002056,0.000000,0.333333,-0.333333
37,random,1018,0.006,0.200000,0,1000,3,100,300,3000,30,1525,1,10,300.860310,0.020310,300.840000,0.000000,0.000000,300.840000,300.840000,0.000000,0.000000,0.719313,0.000000,300.840000,0.000000,0.002391,0.000000,10.000000,-10.000000,0.000079088570,300,10.000000,0.200015,0.000392,0.000000,0.200000,0.000000,0.001962,0.000000,0.000000,0.000000,30,0.000652,0.000000,0.054667,0.000000,0.029624,0.000000,0.333333,-0.333333
38,informed,1018,0.006,0.200000,0,1000,3,100,300,3000,30,1255,1,10,300.575059,0.028212,300.546848,0.000000,0.000000,300.546848,248.980000,51.566848,0.000000,0.435816,51.566848,248.980000,0.000000,0.001450,0.000000,10.000000,-10.000000,0.000088402948,300,10.000000,0.241181,0.000158,0.041161,0.200000,0.000000,0.000656,0.000000,0.000000,0.000000,30,0.000381,0.025757,0.126000,0.000000,0.003951,0.000000,0.333333,-0.333333
39,random,1019,0.006,0.200000,0,1000,3,100,300,3000,30,1506,1,10,300.457627,0.037627,300.420000,0.000000,0.000000,300.420000,300.420000,0.000000,0.000000,0.262854,0.000000,300.420000,0.000000,0.000875,0.000000,10.000000,-10.000000,0.000104280143,300,10.000000,0.200019,0.000029,0.000000,0.200000,0.000000,0.000147,0.000000,0.000000,0.000000,30,0.000219,0.000000,0.167333,0.000000,0.001605,0.000000,0.333333,-0.333333
40,informed,1019,0.006,0.200000,0,1000,3,100,300,3000,30,1249,1,10,300.419529,0.028987,300.390543,0.000000,0.000000,300.390543,249.620000,50.770543,0.000000,0.300125,50.770543,249.620000,0.000000,0.000999,0.000000,10.000000,-10.000000,0.000072336275,300,10.000000,0.240445,0.000074,0.040426,0.200000,0.000000,0.000309,0.000000,0.000000,0.000000,30,0.000373,0.038211,0.187333,0.000000,0.001566,0.000000,0.333333,-0.333333
41,random,1020,0.006,0.200000,0,1000,3,100,300,3000,30,1512,1,10,300.609117,0.029117,300.580000,0.000000,0.000000,300.580000,300.580000,0.000000,0.000000,0.457521,0.000000,300.580000,0.000000,0.001522,0.000000,10.000000,-10.000000,0.000080953743,300,10.000000,0.200020,0.000200,0.000000,0.200000,0.000000,0.001001,0.000000,0.000000,0.000000,30,0.000188,0.000000,0.132667,0.000000,0.001421,0.000000,0.333333,-0.333333
42,informed,1020,0.006,0.200000,0,1000,3,100,300,3000,30,1249,1,10,300.434069,0.029473,300.404596,0.000000,0.000000,300.404596,249.420000,50.984596,0.000000,0.338599,50.984596,249.420000,0.000000,0.001127,0.000000,10.000000,-10.000000,0.000052800079,300,10.000000,0.240729,0.000063,0.040710,0.200000,0.000000,0.000260,0.000000,0.000000,0.000000,30,0.000373,0.037009,0.180667,0.000000,0.001565,0.000000,0.333333,-0.333333
43,random,1021,0.006,0.200000,0,1000,3,100,300,3000,30,1508,1,10,300.477079,0.037079,300.440000,0.000000,0.000000,300.440000,300.440000,0.000000,0.000000,0.296130,0.000000,300.440000,0.000000,0.000986,0.000000,10.000000,-10.000000,0.000095344155,300,10.000000,0.200018,0.000112,0.000000,0.200000,0.000000,0.000560,0.000000,0.000000,0.000000,30,0.000351,0.000000,0.154667,0.000000,0.003528,0.000000,0.333333,-0.333333
44,informed,1021,0.006,0.200000,0,1000,3,100,300,3000,30,1250,1,10,300.447735,0.027520,300.420215,0.000000,0.000000,300.420215,249.720000,50.700215,0.000000,0.324019,50.700215,249.720000,0.000000,0.001079,0.000000,10.000000,-10.000000,0.000076897699,300,10.000000,0.240460,0.000155,0.040440,0.200000,0.000000,0.000647,0.000000,0.000000,0.000000,30,0.000330,0.037573,0.184000,0.000000,0.001829,0.000000,0.333333,-0.333333
45,random,1022,0.006,0.200000,0,1000,3,100,300,3000,30,1515,1,10,300.769246,0.029246,300.740000,0.000000,0.000000,300.740000,300.740000,0.000000,0.000000,0.583156,0.000000,300.740000,0.000000,0.001939,0.000000,10.000000,-10.000000,0.000103461543,300,10.000000,0.200019,0.000187,0.000000,0.200000,0.000000,0.000935,0.000000,0.000000,0.000000,30,0.000749,0.000000,0.118000,0.000000,0.017379,0.000000,0.333333,-0.333333
46,informed,1022,0.006,0.200000,0,1000,3,100,300,3000,30,1249,1,10,300.412340,0.029945,300.382395,0.000000,0.000000,300.382395,249.160000,51.222395,0.000000,0.281797,51.222395,249.160000,0.000000,0.000938,0.000000,10.000000,-10.000000,0.000080481266,300,10.000000,0.240674,0.000031,0.040655,0.200000,0.000000,0.000129,0.000000,0.000000,0.000000,30,0.000535,0.035346,0.172000,0.000000,0.002272,0.000000,0.333333,-0.333333
47,random,1023,0.006,0.200000,0,1000,3,100,300,3000,30,1503,1,10,300.336969,0.036969,300.300000,0.000000,0.000000,300.300000,300.300000,0.000000,0.000000,0.185070,0.000000,300.300000,0.000000,0.000616,0.000000,10.000000,-10.000000,0.000076418852,300,10.000000,0.200019,0.000075,0.000000,0.200000,0.000000,0.000374,0.000000,0.000000,0.000000,30,0.000172,0.000000,0.183333,0.000000,0.000996,0.000000,0.333333,-0.333333
48,informed,1023,0.006,0.200000,0,1000,3,100,300,3000,30,1249,1,10,300.505256,0.029020,300.476236,0.000000,0.000000,300.476236,249.140000,51.336236,0.000000,0.357283,51.336236,249.140000,0.000000,0.001189,0.000000,10.000000,-10.000000,0.000095164784,300,10.000000,0.240675,0.000093,0.040656,0.200000,0.000000,0.000387,0.000000,0.000000,0.000000,30,0.000452,0.035481,0.171333,0.000000,0.002002,0.000000,0.333333,-0.333333
49,random,1024,0.006,0.200000,0,1000,3,100,300,3000,30,1505,1,10,300.437788,0.037788,300.400000,0.000000,0.000000,300.400000,300.400000,0.000000,0.000000,0.274468,0.000000,300.400000,0.000000,0.000914,0.000000,10.000000,-10.000000,0.000083357186,300,10.000000,0.200019,0.000068,0.000000,0.200000,0.000000,0.000339,0.000000,0.000000,0.000000,30,0.000410,0.000000,0.173333,0.000000,0.002689,0.000000,0.333333,-0.333333
50,informed,1024,0.006,0.200000,0,1000,3,100,300,3000,30,1253,1,10,300.487706,0.027526,300.460180,0.000000,0.000000,300.460180,249.780000,50.680180,0.000000,0.354137,50.680180,249.780000,0.000000,0.001179,0.000000,10.000000,-10.000000,0.000084565851,300,10.000000,0.240307,0.000169,0.040287,0.200000,0.000000,0.000701,0.000000,0.000000,0.000000,30,0.000376,0.033995,0.166000,0.000000,0.002942,0.000000,0.333333,-0.333333
51,random,1025,0.006,0.200000,0,1000,3,100,300,3000,30,1515,1,10,300.812745,0.032745,300.780000,0.000000,0.000000,300.780000,300.780000,0.000000,0.000000,0.636215,0.000000,300.780000,0.000000,0.002115,0.000000,10.000000,-10.000000,0.000094847623,300,10.000000,0.200019,0.000123,0.000000,0.200000,0.000000,0.000615,0.000000,0.000000,0.000000,30,0.000289,0.000000,0.119333,0.000000,0.004213,0.000000,0.333333,-0.333333
52,informed,1025,0.006,0.200000,0,1000,3,100,300,3000,30,1249,1,10,300.396609,0.030197,300.366411,0.000000,0.000000,300.366411,249.600000,50.766411,0.000000,0.293409,50.766411,249.600000,0.000000,0.000977,0.000000,10.000000,-10.000000,0.000058404739,300,10.000000,0.240248,0.000061,0.040229,0.200000,0.000000,0.000253,0.000000,0.000000,0.000000,30,0.000406,0.038278,0.186667,0.000000,0.001699,0.000000,0.333333,-0.333333
53,random,1026,0.006,0.200000,0,1000,3,100,300,3000,30,1521,1,10,300.862762,0.022762,300.840000,0.000000,0.000000,300.840000,300.840000,0.000000,0.000000,0.694526,0.000000,300.840000,0.000000,0.002309,0.000000,10.000000,-10.000000,0.000095582673,300,10.000000,0.200019,0.000119,0.000000,0.200000,0.000000,0.000596,0.000000,0.000000,0.000000,30,0.000119,0.000000,0.081333,0.000000,0.001982,0.000000,0.333333,-0.333333
54,informed,1026,0.006,0.200000,0,1000,3,100,300,3000,30,1249,1,10,300.453927,0.029251,300.424676,0.000000,0.000000,300.424676,249.100000,51.324676,0.000000,0.357008,51.324676,249.100000,0.000000,0.001188,0.000000,10.000000,-10.000000,0.000054136917,300,10.000000,0.240935,0.000070,0.040916,0.200000,0.000000,0.000290,0.000000,0.000000,0.000000,30,0.000416,0.034866,0.170000,0.000000,0.001994,0.000000,0.333333,-0.333333
55,random,1027,0.006,0.200000,0,1000,3,100,300,3000,30,1513,1,10,300.636338,0.036338,300.600000,0.000000,0.000000,300.600000,300.600000,0.000000,0.000000,0.472615,0.000000,300.600000,0.000000,0.001572,0.000000,10.000000,-10.000000,0.000084140433,300,10.000000,0.200020,0.000197,0.000000,0.200000,0.000000,0.000986,0.000000,0.000000,0.000000,30,0.001084,0.000000,0.126667,0.000000,0.010759,0.000000,0.333333,-0.333333
56,informed,1027,0.006,0.200000,0,1000,3,100,300,3000,30,1249,1,10,300.392011,0.029571,300.362440,0.000000,0.000000,300.362440,249.620000,50.742440,0.000000,0.272418,50.742440,249.620000,0.000000,0.000907,0.000000,10.000000,-10.000000,0.000072020506,300,10.000000,0.240262,0.000049,0.040243,0.200000,0.000000,0.000205,0.000000,0.000000,0.000000,30,0.000348,0.038607,0.187333,0.000000,0.001484,0.000000,0.333333,-0.333333
57,random,1028,0.006,0.200000,0,1000,3,100,300,3000,30,1504,1,10,300.417027,0.037027,300.380000,0.000000,0.000000,300.380000,300.380000,0.000000,0.000000,0.229515,0.000000,300.380000,0.000000,0.000764,0.000000,10.000000,-10.000000,0.000099992916,300,10.000000,0.200019,0.000005,0.000000,0.200000,0.000000,0.000025,0.000000,0.000000,0.000000,30,0.000364,0.000000,0.179333,0.000000,0.002174,0.000000,0.333333,-0.333333
