runId,mode,seed,inflowRate,intelligenceCost,sensingNoise,maxAgents,lookDist,burnIn,measureTicks,maxTicks,tailTicks,survivedTicks,event,max_agentCount,sigmaProxyCumEnd,sigmaProxyDiffCumEnd,sigmaProxyActCumEnd,outflowPhysCum,outflowNumCum,outflowActCum,actHeatMaintCum,actHeatInfoCum,actHeatDivCum,totalUptakeCum,infoCostCum,maintenanceCostCum,divisionCostCum,efficiencyEnd,birthsCum,deathsCum,netCum,meanAbsEnergyResidual,measuredTicks,mean_agentCount_window,mean_sigmaProxyTotal_window,mean_uptake_window,mean_infoCost_window,mean_maintenance_window,mean_divisionCost_window,mean_efficiency_window,mean_births_window,mean_deaths_window,mean_net_window,tailTicksUsed,mean_uptake_tail,mean_infoCost_tail,mean_maintenance_tail,mean_divisionCost_tail,mean_efficiency_tail,mean_births_tail,mean_deaths_tail,mean_net_tail
11,random,1005,0.08,0.200000,0,1000,3,100,300,3000,30,1687,1,10,314.431348,6.571348,307.860000,0.000000,0.000000,307.860000,307.860000,0.000000,0.000000,7.758385,0.000000,307.860000,0.000000,0.025201,0.000000,10.000000,-10.000000,0.000060235298,300,10.000000,0.202408,0.002255,0.000000,0.200000,0.000000,0.011277,0.000000,0.000000,0.000000,30,0.010717,0.000000,0.020000,0.000000,0.535859,0.000000,0.033333,-0.033333
12,informed,1005,0.08,0.200000,0,1000,3,100,300,3000,30,1852,1,10,314.829101,0.056916,314.772185,0.000000,0.000000,314.772185,261.900000,52.872185,0.000000,14.660756,52.872185,261.900000,0.000000,0.046576,0.000000,10.000000,-10.000000,0.000060135537,300,10.000000,0.240525,0.008142,0.040521,0.200000,0.000000,0.033852,0.000000,0.000000,0.000000,30,0.007921,0.004012,0.020000,0.000000,0.329885,0.000000,0.033333,-0.033333
13,random,1006,0.08,0.200000,0,1000,3,100,300,3000,30,1705,1,10,313.995659,7.415659,306.580000,0.000000,0.000000,306.580000,306.580000,0.000000,0.000000,6.463802,0.000000,306.580000,0.000000,0.021084,0.000000,10.000000,-10.000000,0.000068153844,300,10.000000,0.203348,0.000138,0.000000,0.200000,0.000000,0.000688,0.000000,0.000000,0.000000,30,0.001507,0.000000,0.020000,0.000000,0.075336,0.000000,0.033333,-0.033333
14,informed,1006,0.08,0.200000,0,1000,3,100,300,3000,30,1638,1,10,313.641379,2.058577,311.582802,0.000000,0.000000,311.582802,255.440000,56.142802,0.000000,11.441360,56.142802,255.440000,0.000000,0.036720,0.000000,10.000000,-10.000000,0.000086316089,300,10.000000,0.245758,0.000837,0.042390,0.200000,0.000000,0.003445,0.000000,0.000000,0.000000,30,0.007468,0.004074,0.020000,0.000000,0.310199,0.000000,0.033333,-0.033333
15,random,1007,0.08,0.200000,0,1000,3,100,300,3000,30,1575,1,10,309.386545,7.006545,302.380000,0.000000,0.000000,302.380000,302.380000,0.000000,0.000000,2.286111,0.000000,302.380000,0.000000,0.007560,0.000000,10.000000,-10.000000,0.000059622799,300,10.000000,0.203348,0.000083,0.000000,0.200000,0.000000,0.000417,0.000000,0.000000,0.000000,30,0.001217,0.000000,0.020000,0.000000,0.060873,0.000000,0.033333,-0.033333
16,informed,1007,0.08,0.200000,0,1000,3,100,300,3000,30,1422,1,10,312.124800,2.508528,309.616272,0.000000,0.000000,309.616272,253.420000,56.196272,0.000000,9.486038,56.196272,253.420000,0.000000,0.030638,0.000000,10.000000,-10.000000,0.000091545396,300,10.000000,0.245286,0.000067,0.041938,0.200000,0.000000,0.000273,0.000000,0.000000,0.000000,30,0.008238,0.004124,0.020000,0.000000,0.341487,0.000000,0.033333,-0.033333
17,random,1008,0.08,0.200000,0,1000,3,100,300,3000,30,1846,1,10,315.769956,4.569956,311.200000,0.000000,0.000000,311.200000,311.200000,0.000000,0.000000,11.103303,0.000000,311.200000,0.000000,0.035679,0.000000,10.000000,-10.000000,0.000052374613,300,10.000000,0.201931,0.007167,0.000000,0.200000,0.000000,0.035835,0.000000,0.000000,0.000000,30,0.004141,0.000000,0.020000,0.000000,0.207043,0.000000,0.033333,-0.033333
18,informed,1008,0.08,0.200000,0,1000,3,100,300,3000,30,1708,1,10,314.779364,1.482978,313.296386,0.000000,0.000000,313.296386,258.560000,54.736386,0.000000,13.185724,54.736386,258.560000,0.000000,0.042087,0.000000,10.000000,-10.000000,0.000064760685,300,10.000000,0.247543,0.004848,0.043954,0.200000,0.000000,0.019613,0.000000,0.000000,0.000000,30,0.007946,0.004051,0.020000,0.000000,0.330393,0.000000,0.033333,-0.033333
19,random,1009,0.08,0.200000,0,1000,3,100,300,3000,30,1665,1,10,313.690161,7.070161,306.620000,0.000000,0.000000,306.620000,306.620000,0.000000,0.000000,6.487580,0.000000,306.620000,0.000000,0.021158,0.000000,10.000000,-10.000000,0.000079522574,300,10.000000,0.203442,0.002111,0.000000,0.200000,0.000000,0.010555,0.000000,0.000000,0.000000,30,0.000436,0.000000,0.020000,0.000000,0.021805,0.000000,0.033333,-0.033333
20,informed,1009,0.08,0.200000,0,1000,3,100,300,3000,30,1397,1,10,312.311978,2.378815,309.933163,0.000000,0.000000,309.933163,254.660000,55.273163,0.000000,9.819614,55.273163,254.660000,0.000000,0.031683,0.000000,10.000000,-10.000000,0.000081237796,300,10.000000,0.247022,0.003520,0.043462,0.200000,0.000000,0.014436,0.000000,0.000000,0.000000,30,0.001528,0.004070,0.020000,0.000000,0.063476,0.000000,0.033333,-0.033333
21,random,1010,0.08,0.200000,0,1000,3,100,300,3000,30,1593,1,10,311.050382,7.130382,303.920000,0.000000,0.000000,303.920000,303.920000,0.000000,0.000000,3.797449,0.000000,303.920000,0.000000,0.012495,0.000000,10.000000,-10.000000,0.000076924715,300,10.000000,0.203354,0.000964,0.000000,0.200000,0.000000,0.004819,0.000000,0.000000,0.000000,30,0.010673,0.000000,0.020000,0.000000,0.533639,0.000000,0.033333,-0.033333
22,informed,1010,0.08,0.200000,0,1000,3,100,300,3000,30,1751,1,10,314.460361,1.034657,313.425704,0.000000,0.000000,313.425704,258.960000,54.465704,0.000000,13.329226,54.465704,258.960000,0.000000,0.042528,0.000000,10.000000,-10.000000,0.000055073884,300,10.000000,0.245596,0.006643,0.042794,0.200000,0.000000,0.027327,0.000000,0.000000,0.000000,30,0.008464,0.004037,0.020000,0.000000,0.352127,0.000000,0.033333,-0.033333
23,random,1011,0.08,0.200000,0,1000,3,100,300,3000,30,1526,1,10,309.035502,6.695502,302.340000,0.000000,0.000000,302.340000,302.340000,0.000000,0.000000,2.230996,0.000000,302.340000,0.000000,0.007379,0.000000,10.000000,-10.000000,0.000071427874,300,10.000000,0.203351,0.000260,0.000000,0.200000,0.000000,0.001298,0.000000,0.000000,0.000000,30,0.001257,0.000000,0.098000,0.000000,0.012315,0.000000,0.333333,-0.333333
24,informed,1011,0.08,0.200000,0,1000,3,100,300,3000,30,1714,1,10,314.576199,1.494236,313.081963,0.000000,0.000000,313.081963,258.480000,54.601963,0.000000,12.933942,54.601963,258.480000,0.000000,0.041312,0.000000,10.000000,-10.000000,0.000086319776,300,10.000000,0.246750,0.003694,0.043246,0.200000,0.000000,0.015152,0.000000,0.000000,0.000000,30,0.007975,0.004046,0.020000,0.000000,0.331662,0.000000,0.033333,-0.033333
25,random,1012,0.08,0.200000,0,1000,3,100,300,3000,30,1636,1,10,313.615877,6.835877,306.780000,0.000000,0.000000,306.780000,306.780000,0.000000,0.000000,6.696423,0.000000,306.780000,0.000000,0.021828,0.000000,10.000000,-10.000000,0.000051093378,300,10.000000,0.203411,0.002021,0.000000,0.200000,0.000000,0.010104,0.000000,0.000000,0.000000,30,0.001035,0.000000,0.020000,0.000000,0.051748,0.000000,0.033333,-0.033333
26,informed,1012,0.08,0.200000,0,1000,3,100,300,3000,30,1470,1,10,312.550715,1.064514,311.486201,0.000000,0.000000,311.486201,256.380000,55.106201,0.000000,11.351583,55.106201,256.380000,0.000000,0.036443,0.000000,10.000000,-10.000000,0.000091522242,300,10.000000,0.247416,0.007646,0.044301,0.200000,0.000000,0.031305,0.000000,0.000000,0.000000,30,0.007919,0.004035,0.020000,0.000000,0.329472,0.000000,0.033333,-0.033333
27,random,1013,0.08,0.200000,0,1000,3,100,300,3000,30,1626,1,10,314.263958,6.703958,307.560000,0.000000,0.000000,307.560000,307.560000,0.000000,0.000000,7.447427,0.000000,307.560000,0.000000,0.024215,0.000000,10.000000,-10.000000,0.000069227896,300,10.000000,0.203431,0.002931,0.000000,0.200000,0.000000,0.014655,0.000000,0.000000,0.000000,30,0.007235,0.000000,0.030000,0.000000,0.309380,0.000000,0.100000,-0.100000
28,informed,1013,0.08,0.200000,0,1000,3,100,300,3000,30,1717,1,10,314.509064,1.412387,313.096676,0.000000,0.000000,313.096676,257.160000,55.936676,0.000000,13.016796,55.936676,257.160000,0.000000,0.041574,0.000000,10.000000,-10.000000,0.000046505592,300,10.000000,0.248261,0.002813,0.044759,0.200000,0.000000,0.011443,0.000000,0.000000,0.000000,30,0.007960,0.004049,0.020000,0.000000,0.330968,0.000000,0.033333,-0.033333
29,random,1014,0.08,0.200000,0,1000,3,100,300,3000,30,1723,1,10,312.599321,7.319321,305.280000,0.000000,0.000000,305.280000,305.280000,0.000000,0.000000,5.162484,0.000000,305.280000,0.000000,0.016911,0.000000,10.000000,-10.000000,0.000068203587,300,10.000000,0.203381,0.001251,0.000000,0.200000,0.000000,0.006253,0.000000,0.000000,0.000000,30,0.000603,0.000000,0.020000,0.000000,0.030131,0.000000,0.033333,-0.033333
30,informed,1014,0.08,0.200000,0,1000,3,100,300,3000,30,1591,1,10,313.053051,0.529234,312.523817,0.000000,0.000000,312.523817,259.460000,53.063817,0.000000,12.414279,53.063817,259.460000,0.000000,0.039723,0.000000,10.000000,-10.000000,0.000068809025,300,10.000000,0.243233,0.008921,0.041857,0.200000,0.000000,0.036905,0.000000,0.000000,0.000000,30,0.007935,0.004006,0.020000,0.000000,0.330541,0.000000,0.033333,-0.033333
31,random,1015,0.08,0.200000,0,1000,3,100,300,3000,30,1600,1,10,309.958027,7.138027,302.820000,0.000000,0.000000,302.820000,302.820000,0.000000,0.000000,2.728504,0.000000,302.820000,0.000000,0.009010,0.000000,10.000000,-10.000000,0.000057193801,300,10.000000,0.203349,0.000207,0.000000,0.200000,0.000000,0.001036,0.000000,0.000000,0.000000,30,0.000409,0.000000,0.020000,0.000000,0.020435,0.000000,0.033333,-0.033333
32,informed,1015,0.08,0.200000,0,1000,3,100,300,3000,30,1653,1,10,313.144598,1.429253,311.715345,0.000000,0.000000,311.715345,255.620000,56.095345,0.000000,11.602201,56.095345,255.620000,0.000000,0.037220,0.000000,10.000000,-10.000000,0.000068419243,300,10.000000,0.248178,0.002228,0.044705,0.200000,0.000000,0.009098,0.000000,0.000000,0.000000,30,0.002052,0.004125,0.020000,0.000000,0.085034,0.000000,0.033333,-0.033333
33,random,1016,0.08,0.200000,0,1000,3,100,300,3000,30,1600,1,10,310.156048,7.216048,302.940000,0.000000,0.000000,302.940000,302.940000,0.000000,0.000000,2.823790,0.000000,302.940000,0.000000,0.009321,0.000000,10.000000,-10.000000,0.000072632478,300,10.000000,0.203350,0.000150,0.000000,0.200000,0.000000,0.000751,0.000000,0.000000,0.000000,30,0.002605,0.000000,0.020000,0.000000,0.130231,0.000000,0.033333,-0.033333
34,informed,1016,0.08,0.200000,0,1000,3,100,300,3000,30,1732,1,10,314.324315,1.151019,313.173296,0.000000,0.000000,313.173296,258.060000,55.113296,0.000000,13.060855,55.113296,258.060000,0.000000,0.041705,0.000000,10.000000,-10.000000,0.000064890025,300,10.000000,0.247320,0.005695,0.044111,0.200000,0.000000,0.023319,0.000000,0.000000,0.000000,30,0.016941,0.004062,0.020000,0.000000,0.703976,0.000000,0.033333,-0.033333
35,random,1017,0.08,0.200000,0,1000,3,100,300,3000,30,1637,1,10,311.163861,7.123861,304.040000,0.000000,0.000000,304.040000,304.040000,0.000000,0.000000,3.932371,0.000000,304.040000,0.000000,0.012934,0.000000,10.000000,-10.000000,0.000065748572,300,10.000000,0.203354,0.000321,0.000000,0.200000,0.000000,0.001606,0.000000,0.000000,0.000000,30,0.001065,0.000000,0.020000,0.000000,0.053258,0.000000,0.033333,-0.033333
36,informed,1017,0.08,0.200000,0,1000,3,100,300,3000,30,1505,1,10,312.603391,1.087334,311.516057,0.000000,0.000000,311.516057,257.840000,53.676057,0.000000,11.366737,53.676057,257.840000,0.000000,0.036488,0.000000,10.000000,-10.000000,0.000099157597,300,10.000000,0.245670,0.006307,0.042528,0.200000,0.000000,0.026039,0.000000,0.000000,0.000000,30,0.008019,0.004015,0.020000,0.000000,0.333942,0.000000,0.033333,-0.033333
37,random,1018,0.08,0.200000,0,1000,3,100,300,3000,30,1891,1,10,316.043695,5.163695,310.880000,0.000000,0.000000,310.880000,310.880000,0.000000,0.000000,10.762045,0.000000,310.880000,0.000000,0.034618,0.000000,10.000000,-10.000000,0.000062367638,300,10.000000,0.202658,0.005231,0.000000,0.200000,0.000000,0.026155,0.000000,0.000000,0.000000,30,0.011051,0.000000,0.020000,0.000000,0.552551,0.000000,0.033333,-0.033333
38,informed,1018,0.08,0.200000,0,1000,3,100,300,3000,30,1347,1,10,313.026663,5.025223,308.001441,0.000000,0.000000,308.001441,252.420000,55.581441,0.000000,7.870705,55.581441,252.420000,0.000000,0.025554,0.000000,10.000000,-10.000000,0.000097014125,300,10.000000,0.249244,0.004244,0.045788,0.200000,0.000000,0.017286,0.000000,0.000000,0.000000,30,0.003269,0.004749,0.020000,0.000000,0.132089,0.000000,0.033333,-0.033333
39,random,1019,0.08,0.200000,0,1000,3,100,300,3000,30,1584,1,10,311.063677,7.123677,303.940000,0.000000,0.000000,303.940000,303.940000,0.000000,0.000000,3.844024,0.000000,303.940000,0.000000,0.012647,0.000000,10.000000,-10.000000,0.000060594386,300,10.000000,0.203360,0.000393,0.000000,0.200000,0.000000,0.001964,0.000000,0.000000,0.000000,30,0.001090,0.000000,0.020667,0.000000,0.053031,0.000000,0.066667,-0.066667
40,informed,1019,0.08,0.200000,0,1000,3,100,300,3000,30,1745,1,10,314.397524,1.087999,313.309525,0.000000,0.000000,313.309525,258.860000,54.449525,0.000000,13.201110,54.449525,258.860000,0.000000,0.042134,0.000000,10.000000,-10.000000,0.000062101150,300,10.000000,0.245807,0.005420,0.042696,0.200000,0.000000,0.022314,0.000000,0.000000,0.000000,30,0.007971,0.004016,0.020000,0.000000,0.331910,0.000000,0.033333,-0.033333
41,random,1020,0.08,0.200000,0,1000,3,100,300,3000,30,1676,1,10,312.658059,5.998059,306.660000,0.000000,0.000000,306.660000,306.660000,0.000000,0.000000,6.562480,0.000000,306.660000,0.000000,0.021400,0.000000,10.000000,-10.000000,0.000058186621,300,10.000000,0.203471,0.002670,0.000000,0.200000,0.000000,0.013348,0.000000,0.000000,0.000000,30,0.004848,0.000000,0.020000,0.000000,0.242404,0.000000,0.033333,-0.033333
42,informed,1020,0.08,0.200000,0,1000,3,100,300,3000,30,1735,1,10,314.373358,1.085870,313.287489,0.000000,0.000000,313.287489,258.340000,54.947489,0.000000,13.152747,54.947489,258.340000,0.000000,0.041983,0.000000,10.000000,-10.000000,0.000077623697,300,10.000000,0.246009,0.005748,0.042898,0.200000,0.000000,0.023621,0.000000,0.000000,0.000000,30,0.007973,0.004064,0.020000,0.000000,0.331335,0.000000,0.033333,-0.033333
43,random,1021,0.08,0.200000,0,1000,3,100,300,3000,30,1627,1,10,311.611359,7.251359,304.360000,0.000000,0.000000,304.360000,304.360000,0.000000,0.000000,4.255227,0.000000,304.360000,0.000000,0.013981,0.000000,10.000000,-10.000000,0.000064399567,300,10.000000,0.203277,0.001495,0.000000,0.200000,0.000000,0.007473,0.000000,0.000000,0.000000,30,0.002179,0.000000,0.020000,0.000000,0.108947,0.000000,0.033333,-0.033333
44,informed,1021,0.08,0.200000,0,1000,3,100,300,3000,30,1552,1,10,312.759801,1.506874,311.252926,0.000000,0.000000,311.252926,256.700000,54.552926,0.000000,11.156500,54.552926,256.700000,0.000000,0.035844,0.000000,10.000000,-10.000000,0.000062101251,300,10.000000,0.246145,0.005774,0.043079,0.200000,0.000000,0.023657,0.000000,0.000000,0.000000,30,0.008408,0.004028,0.020000,0.000000,0.350006,0.000000,0.033333,-0.033333
45,random,1022,0.08,0.200000,0,1000,3,100,300,3000,30,1884,1,10,317.533840,5.913840,311.620000,0.000000,0.000000,311.620000,311.620000,0.000000,0.000000,11.532979,0.000000,311.620000,0.000000,0.037010,0.000000,10.000000,-10.000000,0.000046194268,300,10.000000,0.203416,0.002493,0.000000,0.200000,0.000000,0.012467,0.000000,0.000000,0.000000,30,0.012653,0.000000,0.020000,0.000000,0.632651,0.000000,0.033333,-0.033333
46,informed,1022,0.08,0.200000,0,1000,3,100,300,3000,30,1546,1,10,312.863217,1.082317,311.780900,0.000000,0.000000,311.780900,256.800000,54.980900,0.000000,11.664484,54.980900,256.800000,0.000000,0.037412,0.000000,10.000000,-10.000000,0.000075261286,300,10.000000,0.247789,0.005813,0.044687,0.200000,0.000000,0.023839,0.000000,0.000000,0.000000,30,0.007963,0.004116,0.020000,0.000000,0.330222,0.000000,0.033333,-0.033333
47,random,1023,0.08,0.200000,0,1000,3,100,300,3000,30,1552,1,10,309.645823,6.845823,302.800000,0.000000,0.000000,302.800000,302.800000,0.000000,0.000000,2.670476,0.000000,302.800000,0.000000,0.008819,0.000000,10.000000,-10.000000,0.000083445536,300,10.000000,0.203375,0.000997,0.000000,0.200000,0.000000,0.004986,0.000000,0.000000,0.000000,30,0.003497,0.000000,0.029333,0.000000,0.145931,0.000000,0.066667,-0.066667
48,informed,1023,0.08,0.200000,0,1000,3,100,300,3000,30,1736,1,10,314.651326,1.121891,313.529435,0.000000,0.000000,313.529435,257.880000,55.649435,0.000000,13.400434,55.649435,257.880000,0.000000,0.042741,0.000000,10.000000,-10.000000,0.000074273715,300,10.000000,0.249693,0.005873,0.046470,0.200000,0.000000,0.023798,0.000000,0.000000,0.000000,30,0.007943,0.004025,0.020000,0.000000,0.330625,0.000000,0.033333,-0.033333
49,random,1024,0.08,0.200000,0,1000,3,100,300,3000,30,1696,1,10,313.937424,7.437424,306.500000,0.000000,0.000000,306.500000,306.500000,0.000000,0.000000,6.371926,0.000000,306.500000,0.000000,0.020789,0.000000,10.000000,-10.000000,0.000075510991,300,10.000000,0.203383,0.000904,0.000000,0.200000,0.000000,0.004522,0.000000,0.000000,0.000000,30,0.003393,0.000000,0.020000,0.000000,0.169656,0.000000,0.033333,-0.033333
50,informed,1024,0.08,0.200000,0,1000,3,100,300,3000,30,1749,1,10,314.376705,1.162502,313.214203,0.000000,0.000000,313.214203,258.360000,54.854203,0.000000,13.112072,54.854203,258.360000,0.000000,0.041863,0.000000,10.000000,-10.000000,0.000058369150,300,10.000000,0.245611,0.005533,0.042534,0.200000,0.000000,0.022752,0.000000,0.000000,0.000000,30,0.008421,0.004041,0.020000,0.000000,0.350269,0.000000,0.033333,-0.033333
51,random,1025,0.08,0.200000,0,1000,3,100,300,3000,30,1824,1,10,317.639921,6.499921,311.140000,0.000000,0.000000,311.140000,311.140000,0.000000,0.000000,11.001326,0.000000,311.140000,0.000000,0.035358,0.000000,10.000000,-10.000000,0.000076017244,300,10.000000,0.203419,0.001639,0.000000,0.200000,0.000000,0.008196,0.000000,0.000000,0.000000,30,0.016958,0.000000,0.020000,0.000000,0.847876,0.000000,0.033333,-0.033333
52,informed,1025,0.08,0.200000,0,1000,3,100,300,3000,30,1465,1,10,312.847136,1.938595,310.908541,0.000000,0.000000,310.908541,255.600000,55.308541,0.000000,10.806882,55.308541,255.600000,0.000000,0.034759,0.000000,10.000000,-10.000000,0.000069358350,300,10.000000,0.246308,0.002336,0.042822,0.200000,0.000000,0.009589,0.000000,0.000000,0.000000,30,0.008000,0.004036,0.020000,0.000000,0.332840,0.000000,0.033333,-0.033333
53,random,1026,0.08,0.200000,0,1000,3,100,300,3000,30,1820,1,10,315.565424,5.225424,310.340000,0.000000,0.000000,310.340000,310.340000,0.000000,0.000000,10.216883,0.000000,310.340000,0.000000,0.032922,0.000000,10.000000,-10.000000,0.000067635453,300,10.000000,0.203397,0.001588,0.000000,0.200000,0.000000,0.007941,0.000000,0.000000,0.000000,30,0.000659,0.000000,0.020000,0.000000,0.032965,0.000000,0.033333,-0.033333
54,informed,1026,0.08,0.200000,0,1000,3,100,300,3000,30,1501,1,10,312.728562,1.078887,311.649675,0.000000,0.000000,311.649675,256.580000,55.069675,0.000000,11.498970,55.069675,256.580000,0.000000,0.036897,0.000000,10.000000,-10.000000,0.000100344663,300,10.000000,0.249259,0.006304,0.046152,0.200000,0.000000,0.025710,0.000000,0.000000,0.000000,30,0.007935,0.004032,0.020000,0.000000,0.330179,0.000000,0.033333,-0.033333
55,random,1027,0.08,0.200000,0,1000,3,100,300,3000,30,1825,1,10,316.312278,6.912278,309.400000,0.000000,0.000000,309.400000,309.400000,0.000000,0.000000,9.307143,0.000000,309.400000,0.000000,0.030081,0.000000,10.000000,-10.000000,0.000050889085,300,10.000000,0.203472,0.002629,0.000000,0.200000,0.000000,0.013147,0.000000,0.000000,0.000000,30,0.003091,0.000000,0.020000,0.000000,0.154526,0.000000,0.033333,-0.033333
56,informed,1027,0.08,0.200000,0,1000,3,100,300,3000,30,1579,1,10,313.775854,2.304042,311.471812,0.000000,0.000000,311.471812,255.120000,56.351812,0.000000,11.354795,56.351812,255.120000,0.000000,0.036455,0.000000,10.000000,-10.000000,0.000074077031,300,10.000000,0.245895,0.001825,0.042453,0.200000,0.000000,0.007513,0.000000,0.000000,0.000000,30,0.008141,0.004044,0.020000,0.000000,0.338610,0.000000,0.033333,-0.033333
57,random,1028,0.08,0.200000,0,1000,3,100,300,3000,30,1561,1,10,310.158087,6.898087,303.260000,0.000000,0.000000,303.260000,303.260000,0.000000,0.000000,3.160151,0.000000,303.260000,0.000000,0.010421,0.000000,10.000000,-10.000000,0.000063970612,300,10.000000,0.203348,0.000066,0.000000,0.200000,0.000000,0.000331,0.000000,0.000000,0.000000,30,0.001582,0.000000,0.034667,0.000000,0.047542,0.000000,0.066667,-0.066667
