time,event,group,inflowRate,intelligenceCost,sensingNoise,seed,maxAgents,lookDist
1463,1,1,0.085,0.201000,0,1028,1000,3
1592,1,0,0.085,0.201000,0,1029,1000,3
1559,1,1,0.085,0.201000,0,1029,1000,3
1610,1,0,0.085,0.201000,0,1030,1000,3
1470,1,1,0.085,0.201000,0,1030,1000,3
1718,1,0,0.085,0.201000,0,1031,1000,3
1921,1,1,0.085,0.201000,0,1031,1000,3
1608,1,0,0.085,0.201000,0,1032,1000,3
1453,1,1,0.085,0.201000,0,1032,1000,3
1682,1,0,0.085,0.201000,0,1033,1000,3
1595,1,1,0.085,0.201000,0,1033,1000,3
1817,1,0,0.085,0.201000,0,1034,1000,3
1468,1,1,0.085,0.201000,0,1034,1000,3
1831,1,0,0.085,0.201000,0,1035,1000,3
1476,1,1,0.085,0.201000,0,1035,1000,3
1683,1,0,0.085,0.201000,0,1036,1000,3
1789,1,1,0.085,0.201000,0,1036,1000,3
1645,1,0,0.085,0.201000,0,1037,1000,3
1789,1,1,0.085,0.201000,0,1037,1000,3
1678,1,0,0.085,0.201000,0,1038,1000,3
1534,1,1,0.085,0.201000,0,1038,1000,3
1660,1,0,0.085,0.201000,0,1039,1000,3
1915,1,1,0.085,0.201000,0,1039,1000,3
1622,1,0,0.085,0.201000,0,1040,1000,3
1752,1,1,0.085,0.201000,0,1040,1000,3
1551,1,0,0.085,0.201000,0,1041,1000,3
1564,1,1,0.085,0.201000,0,1041,1000,3
1950,1,0,0.085,0.201000,0,1042,1000,3
1773,1,1,0.085,0.201000,0,1042,1000,3
1588,1,0,0.085,0.201000,0,1043,1000,3
1562,1,1,0.085,0.201000,0,1043,1000,3
1809,1,0,0.085,0.201000,0,1044,1000,3
1634,1,1,0.085,0.201000,0,1044,1000,3
1609,1,0,0.085,0.201000,0,1045,1000,3
1490,1,1,0.085,0.201000,0,1045,1000,3
1591,1,0,0.085,0.201000,0,1046,1000,3
1462,1,1,0.085,0.201000,0,1046,1000,3
1520,1,0,0.085,0.201000,0,1047,1000,3
1443,1,1,0.085,0.201000,0,1047,1000,3
1661,1,0,0.085,0.201000,0,1048,1000,3
1573,1,1,0.085,0.201000,0,1048,1000,3
1837,1,0,0.085,0.201000,0,1049,1000,3
1659,1,1,0.085,0.201000,0,1049,1000,3
1722,1,0,0.09000000000000001,0.200000,0,1000,1000,3
1626,1,1,0.09000000000000001,0.200000,0,1000,1000,3
1644,1,0,0.09000000000000001,0.200000,0,1001,1000,3
1765,1,1,0.09000000000000001,0.200000,0,1001,1000,3
1596,1,0,0.09000000000000001,0.200000,0,1002,1000,3
1796,1,1,0.09000000000000001,0.200000,0,1002,1000,3
1523,1,0,0.09000000000000001,0.200000,0,1003,1000,3
1760,1,1,0.09000000000000001,0.200000,0,1003,1000,3
1656,1,0,0.09000000000000001,0.200000,0,1004,1000,3
1677,1,1,0.09000000000000001,0.200000,0,1004,1000,3
1754,1,0,0.09000000000000001,0.200000,0,1005,1000,3
1972,1,1,0.09000000000000001,0.200000,0,1005,1000,3
1746,1,0,0.09000000000000001,0.200000,0,1006,1000,3
1737,1,1,0.09000000000000001,0.200000,0,1006,1000,3
1585,1,0,0.09000000000000001,0.200000,0,1007,1000,3
1490,1,1,0.09000000000000001,0.200000,0,1007,1000,3
1876,1,0,0.09000000000000001,0.200000,0,1008,1000,3
1810,1,1,0.09000000000000001,0.200000,0,1008,1000,3
1695,1,0,0.09000000000000001,0.200000,0,1009,1000,3
1425,1,1,0.09000000000000001,0.200000,0,1009,1000,3
1591,1,0,0.09000000000000001,0.200000,0,1010,1000,3
1855,1,1,0.09000000000000001,0.200000,0,1010,1000,3
1529,1,0,0.09000000000000001,0.200000,0,1011,1000,3
1816,1,1,0.09000000000000001,0.200000,0,1011,1000,3
1652,1,0,0.09000000000000001,0.200000,0,1012,1000,3
1536,1,1,0.09000000000000001,0.200000,0,1012,1000,3
1636,1,0,0.09000000000000001,0.200000,0,1013,1000,3
1821,1,1,0.09000000000000001,0.200000,0,1013,1000,3
1751,1,0,0.09000000000000001,0.200000,0,1014,1000,3
1697,1,1,0.09000000000000001,0.200000,0,1014,1000,3
1617,1,0,0.09000000000000001,0.200000,0,1015,1000,3
1778,1,1,0.09000000000000001,0.200000,0,1015,1000,3
1616,1,0,0.09000000000000001,0.200000,0,1016,1000,3
1838,1,1,0.09000000000000001,0.200000,0,1016,1000,3
1655,1,0,0.09000000000000001,0.200000,0,1017,1000,3
1585,1,1,0.09000000000000001,0.200000,0,1017,1000,3
1917,1,0,0.09000000000000001,0.200000,0,1018,1000,3
1367,1,1,0.09000000000000001,0.200000,0,1018,1000,3
1598,1,0,0.09000000000000001,0.200000,0,1019,1000,3
1853,1,1,0.09000000000000001,0.200000,0,1019,1000,3
1702,1,0,0.09000000000000001,0.200000,0,1020,1000,3
1844,1,1,0.09000000000000001,0.200000,0,1020,1000,3
1645,1,0,0.09000000000000001,0.200000,0,1021,1000,3
1524,1,1,0.09000000000000001,0.200000,0,1021,1000,3
1869,1,0,0.09000000000000001,0.200000,0,1022,1000,3
1627,1,1,0.09000000000000001,0.200000,0,1022,1000,3
1555,1,0,0.09000000000000001,0.200000,0,1023,1000,3
1843,1,1,0.09000000000000001,0.200000,0,1023,1000,3
1773,1,0,0.09000000000000001,0.200000,0,1024,1000,3
1858,1,1,0.09000000000000001,0.200000,0,1024,1000,3
1851,1,0,0.09000000000000001,0.200000,0,1025,1000,3
1499,1,1,0.09000000000000001,0.200000,0,1025,1000,3
1832,1,0,0.09000000000000001,0.200000,0,1026,1000,3
1581,1,1,0.09000000000000001,0.200000,0,1026,1000,3
1748,1,0,0.09000000000000001,0.200000,0,1027,1000,3
1511,1,1,0.09000000000000001,0.200000,0,1027,1000,3
1569,1,0,0.09000000000000001,0.200000,0,1028,1000,3
1488,1,1,0.09000000000000001,0.200000,0,1028,1000,3
1598,1,0,0.09000000000000001,0.200000,0,1029,1000,3
1600,1,1,0.09000000000000001,0.200000,0,1029,1000,3
1617,1,0,0.09000000000000001,0.200000,0,1030,1000,3
1485,1,1,0.09000000000000001,0.200000,0,1030,1000,3
1735,1,0,0.09000000000000001,0.200000,0,1031,1000,3
1986,1,1,0.09000000000000001,0.200000,0,1031,1000,3
1615,1,0,0.09000000000000001,0.200000,0,1032,1000,3
1492,1,1,0.09000000000000001,0.200000,0,1032,1000,3
1665,1,0,0.09000000000000001,0.200000,0,1033,1000,3
1644,1,1,0.09000000000000001,0.200000,0,1033,1000,3
1823,1,0,0.09000000000000001,0.200000,0,1034,1000,3
1514,1,1,0.09000000000000001,0.200000,0,1034,1000,3
1848,1,0,0.09000000000000001,0.200000,0,1035,1000,3
1493,1,1,0.09000000000000001,0.200000,0,1035,1000,3
1699,1,0,0.09000000000000001,0.200000,0,1036,1000,3
1848,1,1,0.09000000000000001,0.200000,0,1036,1000,3
1646,1,0,0.09000000000000001,0.200000,0,1037,1000,3
1848,1,1,0.09000000000000001,0.200000,0,1037,1000,3
1687,1,0,0.09000000000000001,0.200000,0,1038,1000,3
1575,1,1,0.09000000000000001,0.200000,0,1038,1000,3
1671,1,0,0.09000000000000001,0.200000,0,1039,1000,3
1979,1,1,0.09000000000000001,0.200000,0,1039,1000,3
1621,1,0,0.09000000000000001,0.200000,0,1040,1000,3
1804,1,1,0.09000000000000001,0.200000,0,1040,1000,3
1554,1,0,0.09000000000000001,0.200000,0,1041,1000,3
1557,1,1,0.09000000000000001,0.200000,0,1041,1000,3
1997,1,0,0.09000000000000001,0.200000,0,1042,1000,3
1829,1,1,0.09000000000000001,0.200000,0,1042,1000,3
1597,1,0,0.09000000000000001,0.200000,0,1043,1000,3
1578,1,1,0.09000000000000001,0.200000,0,1043,1000,3
1843,1,0,0.09000000000000001,0.200000,0,1044,1000,3
1627,1,1,0.09000000000000001,0.200000,0,1044,1000,3
1615,1,0,0.09000000000000001,0.200000,0,1045,1000,3
1540,1,1,0.09000000000000001,0.200000,0,1045,1000,3
1599,1,0,0.09000000000000001,0.200000,0,1046,1000,3
1445,1,1,0.09000000000000001,0.200000,0,1046,1000,3
1521,1,0,0.09000000000000001,0.200000,0,1047,1000,3
1459,1,1,0.09000000000000001,0.200000,0,1047,1000,3
1674,1,0,0.09000000000000001,0.200000,0,1048,1000,3
1612,1,1,0.09000000000000001,0.200000,0,1048,1000,3
1858,1,0,0.09000000000000001,0.200000,0,1049,1000,3
1721,1,1,0.09000000000000001,0.200000,0,1049,1000,3
1722,1,0,0.09000000000000001,0.201000,0,1000,1000,3
1624,1,1,0.09000000000000001,0.201000,0,1000,1000,3
1644,1,0,0.09000000000000001,0.201000,0,1001,1000,3
1763,1,1,0.09000000000000001,0.201000,0,1001,1000,3
1596,1,0,0.09000000000000001,0.201000,0,1002,1000,3
1793,1,1,0.09000000000000001,0.201000,0,1002,1000,3
1523,1,0,0.09000000000000001,0.201000,0,1003,1000,3
1757,1,1,0.09000000000000001,0.201000,0,1003,1000,3
1656,1,0,0.09000000000000001,0.201000,0,1004,1000,3
1674,1,1,0.09000000000000001,0.201000,0,1004,1000,3
1754,1,0,0.09000000000000001,0.201000,0,1005,1000,3
1969,1,1,0.09000000000000001,0.201000,0,1005,1000,3
1746,1,0,0.09000000000000001,0.201000,0,1006,1000,3
1734,1,1,0.09000000000000001,0.201000,0,1006,1000,3
1585,1,0,0.09000000000000001,0.201000,0,1007,1000,3
1488,1,1,0.09000000000000001,0.201000,0,1007,1000,3
1876,1,0,0.09000000000000001,0.201000,0,1008,1000,3
1807,1,1,0.09000000000000001,0.201000,0,1008,1000,3
1695,1,0,0.09000000000000001,0.201000,0,1009,1000,3
1424,1,1,0.09000000000000001,0.201000,0,1009,1000,3
1591,1,0,0.09000000000000001,0.201000,0,1010,1000,3
1852,1,1,0.09000000000000001,0.201000,0,1010,1000,3
1529,1,0,0.09000000000000001,0.201000,0,1011,1000,3
1814,1,1,0.09000000000000001,0.201000,0,1011,1000,3
1652,1,0,0.09000000000000001,0.201000,0,1012,1000,3
1534,1,1,0.09000000000000001,0.201000,0,1012,1000,3
1636,1,0,0.09000000000000001,0.201000,0,1013,1000,3
1818,1,1,0.09000000000000001,0.201000,0,1013,1000,3
1751,1,0,0.09000000000000001,0.201000,0,1014,1000,3
1695,1,1,0.09000000000000001,0.201000,0,1014,1000,3
1617,1,0,0.09000000000000001,0.201000,0,1015,1000,3
1775,1,1,0.09000000000000001,0.201000,0,1015,1000,3
1616,1,0,0.09000000000000001,0.201000,0,1016,1000,3
1837,1,1,0.09000000000000001,0.201000,0,1016,1000,3
1655,1,0,0.09000000000000001,0.201000,0,1017,1000,3
1583,1,1,0.09000000000000001,0.201000,0,1017,1000,3
1917,1,0,0.09000000000000001,0.201000,0,1018,1000,3
1365,1,1,0.09000000000000001,0.201000,0,1018,1000,3
1598,1,0,0.09000000000000001,0.201000,0,1019,1000,3
1850,1,1,0.09000000000000001,0.201000,0,1019,1000,3
1702,1,0,0.09000000000000001,0.201000,0,1020,1000,3
1841,1,1,0.09000000000000001,0.201000,0,1020,1000,3
1645,1,0,0.09000000000000001,0.201000,0,1021,1000,3
1522,1,1,0.09000000000000001,0.201000,0,1021,1000,3
1869,1,0,0.09000000000000001,0.201000,0,1022,1000,3
1625,1,1,0.09000000000000001,0.201000,0,1022,1000,3
1555,1,0,0.09000000000000001,0.201000,0,1023,1000,3
1841,1,1,0.09000000000000001,0.201000,0,1023,1000,3
1773,1,0,0.09000000000000001,0.201000,0,1024,1000,3
1856,1,1,0.09000000000000001,0.201000,0,1024,1000,3
1851,1,0,0.09000000000000001,0.201000,0,1025,1000,3
1498,1,1,0.09000000000000001,0.201000,0,1025,1000,3
1832,1,0,0.09000000000000001,0.201000,0,1026,1000,3
1578,1,1,0.09000000000000001,0.201000,0,1026,1000,3
1748,1,0,0.09000000000000001,0.201000,0,1027,1000,3
1509,1,1,0.09000000000000001,0.201000,0,1027,1000,3
1569,1,0,0.09000000000000001,0.201000,0,1028,1000,3
1486,1,1,0.09000000000000001,0.201000,0,1028,1000,3
1598,1,0,0.09000000000000001,0.201000,0,1029,1000,3
1598,1,1,0.09000000000000001,0.201000,0,1029,1000,3
1617,1,0,0.09000000000000001,0.201000,0,1030,1000,3
1484,1,1,0.09000000000000001,0.201000,0,1030,1000,3
1735,1,0,0.09000000000000001,0.201000,0,1031,1000,3
1984,1,1,0.09000000000000001,0.201000,0,1031,1000,3
1615,1,0,0.09000000000000001,0.201000,0,1032,1000,3
1489,1,1,0.09000000000000001,0.201000,0,1032,1000,3
1665,1,0,0.09000000000000001,0.201000,0,1033,1000,3
1641,1,1,0.09000000000000001,0.201000,0,1033,1000,3
1823,1,0,0.09000000000000001,0.201000,0,1034,1000,3
1512,1,1,0.09000000000000001,0.201000,0,1034,1000,3
1848,1,0,0.09000000000000001,0.201000,0,1035,1000,3
1491,1,1,0.09000000000000001,0.201000,0,1035,1000,3
1699,1,0,0.09000000000000001,0.201000,0,1036,1000,3
1845,1,1,0.09000000000000001,0.201000,0,1036,1000,3
1646,1,0,0.09000000000000001,0.201000,0,1037,1000,3
1845,1,1,0.09000000000000001,0.201000,0,1037,1000,3
1687,1,0,0.09000000000000001,0.201000,0,1038,1000,3
1573,1,1,0.09000000000000001,0.201000,0,1038,1000,3
1671,1,0,0.09000000000000001,0.201000,0,1039,1000,3
1977,1,1,0.09000000000000001,0.201000,0,1039,1000,3
1621,1,0,0.09000000000000001,0.201000,0,1040,1000,3
1802,1,1,0.09000000000000001,0.201000,0,1040,1000,3
1554,1,0,0.09000000000000001,0.201000,0,1041,1000,3
1556,1,1,0.09000000000000001,0.201000,0,1041,1000,3
1997,1,0,0.09000000000000001,0.201000,0,1042,1000,3
1827,1,1,0.09000000000000001,0.201000,0,1042,1000,3
1597,1,0,0.09000000000000001,0.201000,0,1043,1000,3
1576,1,1,0.09000000000000001,0.201000,0,1043,1000,3
1843,1,0,0.09000000000000001,0.201000,0,1044,1000,3
1626,1,1,0.09000000000000001,0.201000,0,1044,1000,3
1615,1,0,0.09000000000000001,0.201000,0,1045,1000,3
1537,1,1,0.09000000000000001,0.201000,0,1045,1000,3
1599,1,0,0.09000000000000001,0.201000,0,1046,1000,3
1446,1,1,0.09000000000000001,0.201000,0,1046,1000,3
1521,1,0,0.09000000000000001,0.201000,0,1047,1000,3
1457,1,1,0.09000000000000001,0.201000,0,1047,1000,3
1674,1,0,0.09000000000000001,0.201000,0,1048,1000,3
1610,1,1,0.09000000000000001,0.201000,0,1048,1000,3
1858,1,0,0.09000000000000001,0.201000,0,1049,1000,3
1719,1,1,0.09000000000000001,0.201000,0,1049,1000,3
1735,1,0,0.095,0.200000,0,1000,1000,3
1665,1,1,0.095,0.200000,0,1000,1000,3
1651,1,0,0.095,0.200000,0,1001,1000,3
1819,1,1,0.095,0.200000,0,1001,1000,3
1601,1,0,0.095,0.200000,0,1002,1000,3
1850,1,1,0.095,0.200000,0,1002,1000,3
1524,1,0,0.095,0.200000,0,1003,1000,3
1816,1,1,0.095,0.200000,0,1003,1000,3
1665,1,0,0.095,0.200000,0,1004,1000,3
1703,1,1,0.095,0.200000,0,1004,1000,3
1643,1,0,0.095,0.200000,0,1005,1000,3
2038,1,1,0.095,0.200000,0,1005,1000,3
1785,1,0,0.095,0.200000,0,1006,1000,3
1792,1,1,0.095,0.200000,0,1006,1000,3
1590,1,0,0.095,0.200000,0,1007,1000,3
1525,1,1,0.095,0.200000,0,1007,1000,3
1876,1,0,0.095,0.200000,0,1008,1000,3
1865,1,1,0.095,0.200000,0,1008,1000,3
1706,1,0,0.095,0.200000,0,1009,1000,3
1435,1,1,0.095,0.200000,0,1009,1000,3
1621,1,0,0.095,0.200000,0,1010,1000,3
1913,1,1,0.095,0.200000,0,1010,1000,3
1530,1,0,0.095,0.200000,0,1011,1000,3
1873,1,1,0.095,0.200000,0,1011,1000,3
1656,1,0,0.095,0.200000,0,1012,1000,3
1574,1,1,0.095,0.200000,0,1012,1000,3
1641,1,0,0.095,0.200000,0,1013,1000,3
1879,1,1,0.095,0.200000,0,1013,1000,3
1770,1,0,0.095,0.200000,0,1014,1000,3
1744,1,1,0.095,0.200000,0,1014,1000,3
1624,1,0,0.095,0.200000,0,1015,1000,3
1837,1,1,0.095,0.200000,0,1015,1000,3
1621,1,0,0.095,0.200000,0,1016,1000,3
1900,1,1,0.095,0.200000,0,1016,1000,3
1664,1,0,0.095,0.200000,0,1017,1000,3
1654,1,1,0.095,0.200000,0,1017,1000,3
1918,1,0,0.095,0.200000,0,1018,1000,3
1377,1,1,0.095,0.200000,0,1018,1000,3
1624,1,0,0.095,0.200000,0,1019,1000,3
1914,1,1,0.095,0.200000,0,1019,1000,3
1703,1,0,0.095,0.200000,0,1020,1000,3
1904,1,1,0.095,0.200000,0,1020,1000,3
1678,1,0,0.095,0.200000,0,1021,1000,3
1543,1,1,0.095,0.200000,0,1021,1000,3
1801,1,0,0.095,0.200000,0,1022,1000,3
1670,1,1,0.095,0.200000,0,1022,1000,3
1559,1,0,0.095,0.200000,0,1023,1000,3
1903,1,1,0.095,0.200000,0,1023,1000,3
1588,1,0,0.095,0.200000,0,1024,1000,3
1916,1,1,0.095,0.200000,0,1024,1000,3
1815,1,0,0.095,0.200000,0,1025,1000,3
1516,1,1,0.095,0.200000,0,1025,1000,3
1852,1,0,0.095,0.200000,0,1026,1000,3
1622,1,1,0.095,0.200000,0,1026,1000,3
1808,1,0,0.095,0.200000,0,1027,1000,3
1519,1,1,0.095,0.200000,0,1027,1000,3
1574,1,0,0.095,0.200000,0,1028,1000,3
1516,1,1,0.095,0.200000,0,1028,1000,3
1605,1,0,0.095,0.200000,0,1029,1000,3
1641,1,1,0.095,0.200000,0,1029,1000,3
1624,1,0,0.095,0.200000,0,1030,1000,3
1542,1,1,0.095,0.200000,0,1030,1000,3
1749,1,0,0.095,0.200000,0,1031,1000,3
2054,1,1,0.095,0.200000,0,1031,1000,3
1623,1,0,0.095,0.200000,0,1032,1000,3
1531,1,1,0.095,0.200000,0,1032,1000,3
1705,1,0,0.095,0.200000,0,1033,1000,3
1693,1,1,0.095,0.200000,0,1033,1000,3
1833,1,0,0.095,0.200000,0,1034,1000,3
1557,1,1,0.095,0.200000,0,1034,1000,3
1877,1,0,0.095,0.200000,0,1035,1000,3
1486,1,1,0.095,0.200000,0,1035,1000,3
1712,1,0,0.095,0.200000,0,1036,1000,3
1909,1,1,0.095,0.200000,0,1036,1000,3
1660,1,0,0.095,0.200000,0,1037,1000,3
1908,1,1,0.095,0.200000,0,1037,1000,3
1699,1,0,0.095,0.200000,0,1038,1000,3
1619,1,1,0.095,0.200000,0,1038,1000,3
1681,1,0,0.095,0.200000,0,1039,1000,3
2046,1,1,0.095,0.200000,0,1039,1000,3
1626,1,0,0.095,0.200000,0,1040,1000,3
1857,1,1,0.095,0.200000,0,1040,1000,3
1557,1,0,0.095,0.200000,0,1041,1000,3
1540,1,1,0.095,0.200000,0,1041,1000,3
2030,1,0,0.095,0.200000,0,1042,1000,3
1887,1,1,0.095,0.200000,0,1042,1000,3
1600,1,0,0.095,0.200000,0,1043,1000,3
1591,1,1,0.095,0.200000,0,1043,1000,3
1861,1,0,0.095,0.200000,0,1044,1000,3
1611,1,1,0.095,0.200000,0,1044,1000,3
1621,1,0,0.095,0.200000,0,1045,1000,3
1597,1,1,0.095,0.200000,0,1045,1000,3
1604,1,0,0.095,0.200000,0,1046,1000,3
1482,1,1,0.095,0.200000,0,1046,1000,3
1522,1,0,0.095,0.200000,0,1047,1000,3
1469,1,1,0.095,0.200000,0,1047,1000,3
