sensingNoise,inflowRate,intelligenceCost,nPairs,costScale,costStart_i,costEnd_i,costStep_i,dMean_survivedTicks,sd_dSurv,ciLo_dSurv,ciHi_dSurv,dMean_sigmaProxyCumEnd,sd_dSigmaProxyCum,ciLo_dSigmaProxyCumEnd,ciHi_dSigmaProxyCumEnd,dMean_sigmaProxyDiffCumEnd,sd_dSigmaProxyDiffCum,ciLo_dSigmaProxyDiffCumEnd,ciHi_dSigmaProxyDiffCumEnd,dMean_sigmaProxyActCumEnd,sd_dSigmaProxyActCum,ciLo_dSigmaProxyActCumEnd,ciHi_dSigmaProxyActCumEnd,dMean_outflowNumCum,sd_dOutflowNumCum,ciLo_dOutflowNumCum,ciHi_dOutflowNumCum,dMean_totalUptakeCum,sd_dUptakeCum,ciLo_dUptakeCum,ciHi_dUptakeCum,dMean_efficiencyEnd,sd_dEffEnd,ciLo_dEffEnd,ciHi_dEffEnd,dMean_birthsCum,sd_dBirthsCum,ciLo_dBirthsCum,ciHi_dBirthsCum,dMean_deathsCum,sd_dDeathsCum,ciLo_dDeathsCum,ciHi_dDeathsCum,dMean_netCum,sd_dNetCum,ciLo_dNetCum,ciHi_dNetCum,dMean_births_window,sd_dBirthsW,ciLo_dBirthsW,ciHi_dBirthsW,dMean_deaths_window,sd_dDeathsW,ciLo_dDeathsW,ciHi_dDeathsW,dMean_net_window,sd_dNetW,ciLo_dNetW,ciHi_dNetW,rmst_random_tau,rmst_informed_tau,dRmst,ciLo_dRmst,ciHi_dRmst,hedgesG_survival_ref,logrank_z,logrank_pApprox
0,0.085,0.200000,50,1000,200,201,1,-44.580000,198.838678,-102.000000,8.440000,0.877413,2.783153,0.095993,1.608510,-5.730044,1.363497,-6.071239,-5.335075,6.607457,3.475536,5.604941,7.495191,0.000000,0.000000,0.000000,0.000000,6.606085,3.476853,5.602877,7.494755,0.020738,0.010946,0.017602,0.023551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1678.420000,1633.840000,-44.580000,-97.260000,6.980000,-0.335936,1.294991,0.195323486381
0,0.085,0.201000,50,1000,200,201,1,-46.760000,198.610331,-104.020000,6.180000,0.860862,2.778869,0.078509,1.589250,-5.730213,1.362932,-6.071199,-5.335424,6.591074,3.471666,5.589904,7.479919,0.000000,0.000000,0.000000,0.000000,6.586028,3.476186,5.583328,7.476074,0.020676,0.010945,0.017542,0.023491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1678.420000,1631.660000,-46.760000,-99.240000,4.600000,-0.352810,1.344794,0.178691954955
0,0.09000000000000001,0.200000,50,1000,200,201,1,-15.420000,200.935779,-72.520000,38.160000,0.798120,2.815996,0.015184,1.552645,-6.556355,1.526366,-6.936557,-6.116297,7.354475,3.487319,6.358438,8.259352,0.000000,0.000000,0.000000,0.000000,7.348014,3.493847,6.353268,8.250353,0.022947,0.010969,0.019867,0.025777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1687.720000,1672.300000,-15.420000,-72.360000,39.400000,-0.109154,0.065480,0.947791329788
0,0.09000000000000001,0.201000,50,1000,200,201,1,-17.580000,200.650787,-74.560000,35.880000,0.774169,2.818275,-0.004411,1.530553,-6.556808,1.525235,-6.936532,-6.117171,7.330977,3.489178,6.339872,8.234994,0.000000,0.000000,0.000000,0.000000,7.328069,3.494062,6.334960,8.228326,0.022887,0.010969,0.019814,0.025723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1687.720000,1670.140000,-17.580000,-74.220000,37.260000,-0.124619,0.149500,0.881159195105
0,0.095,0.200000,50,1000,200,201,1,22.920000,222.938798,-39.840000,83.880000,0.932775,3.018785,0.059188,1.729727,-7.501246,1.662378,-7.900554,-7.015636,8.434020,3.643443,7.398563,9.392599,0.000000,0.000000,0.000000,0.000000,8.425170,3.648183,7.388186,9.384756,0.026169,0.011392,0.022965,0.029169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1691.420000,1714.340000,22.920000,-37.040000,80.520000,0.151367,-1.749521,0.080200830359
0,0.095,0.201000,50,1000,200,201,1,20.720000,222.524297,-41.820000,81.720000,0.910054,3.021893,0.041243,1.706440,-7.502286,1.660186,-7.900619,-7.017276,8.412340,3.648500,7.376982,9.371316,0.000000,0.000000,0.000000,0.000000,8.402457,3.648753,7.363826,9.361425,0.026100,0.011394,0.022910,0.029111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1691.420000,1712.140000,20.720000,-39.100000,78.320000,0.137089,-1.677497,0.093445368937
0,0.1,0.200000,50,1000,200,201,1,41.540000,255.755321,-28.980000,110.160000,0.561565,3.597741,-0.444756,1.505484,-8.434899,1.836887,-8.887309,-7.900206,8.996464,4.326909,7.789175,10.151329,0.000000,0.000000,0.000000,0.000000,8.994326,4.320257,7.788580,10.146584,0.027785,0.013398,0.024042,0.031353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1715.420000,1756.960000,41.540000,-27.240000,107.200000,0.243407,-1.685566,0.091879416348
0,0.1,0.201000,50,1000,200,201,1,39.080000,255.337299,-31.100000,107.680000,0.533774,3.595279,-0.471463,1.472172,-8.435908,1.834990,-8.887629,-7.901446,8.969683,4.322559,7.763230,10.124231,0.000000,0.000000,0.000000,0.000000,8.969611,4.317694,7.764386,10.121146,0.027712,0.013392,0.023970,0.031279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1715.420000,1754.500000,39.080000,-29.740000,104.760000,0.229367,-1.624817,0.104201602055
0,0.10500000000000001,0.200000,50,1000,200,201,1,65.260000,295.509509,-16.920000,146.920000,0.278802,4.165035,-0.870131,1.392786,-9.479240,2.042090,-9.979408,-8.876107,9.758042,5.055002,8.290438,11.148790,0.000000,0.000000,0.000000,0.000000,9.755231,5.054136,8.285863,11.142242,0.029973,0.015563,0.025459,0.034195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1735.160000,1800.420000,65.260000,-10.820000,139.420000,0.342245,-2.129219,0.033236050207
0,0.10500000000000001,0.201000,50,1000,200,201,1,62.760000,294.878914,-19.380000,144.280000,0.254102,4.161123,-0.894063,1.363909,-9.479233,2.040897,-9.978448,-8.876518,9.733335,5.050872,8.266224,11.125197,0.000000,0.000000,0.000000,0.000000,9.728119,5.049746,8.260530,11.114963,0.029892,0.015551,0.025384,0.034106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1735.160000,1797.920000,62.760000,-13.060000,136.820000,0.329829,-2.095135,0.036158866748
